"Jl. Dotulolong Lasut No. 15, Wenang, Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Jl. Dotulolong Lasut No. 15, Pinaesaan, Kota Manado, SULAWESI UTARA",Kota Manado,Sulawesi Utara
"Jl. Dotulolong Lasut No. 15, Wenang, Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Kompleks Megamas Blok 1A No. 23, Jl. E.A. Mangindaan No.2, Manado",Kota Manado,Sulawesi Utara
"Jl. Sam Ratulangi, Matani Tiga, Kec. Tomohon Tengah, Kota Tomohon",Kota Tomohon,Sulawesi Utara
"Jl. Sam Ratulangi, Matani Tiga, Kec. Tomohon Tengah, Kota Tomohon",Kota Tomohon,Sulawesi Utara
"Bahu Mall S/ 12, Jl. Wolter Monginsidi, Bahu, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Bahu Mall S/ 12, Jl. Wolter Monginsidi, Bahu, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Jl. Sisingamangaraja No. 63, Calaca, Kota Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Jl. Toar No. 4-6, Wenang Utara, Kec. Wenang, Manado",Kota Manado,Sulawesi Utara
"Jl. Toar No. 4-6, Wenang Utara, Kec. Wenang, Manado",Kota Manado,Sulawesi Utara
"Ruko Rizky No. 5&6, Jl. Wolter Monginsidi, Wangurer Barat, Girian",Kota Bitung,Sulawesi Utara
"Ruko Rizky No. 5&6, Jl. Wolter Monginsidi, Wangurer Barat, Girian",Kota Bitung,Sulawesi Utara
"Jl. R. E. Martadinata, Dendengan Luar, Tikala, Kota Manado",Kota Manado,Sulawesi Utara
"Jl. Martadinata, Dendengan Luar, Paal Dua, Kota Manado, Sulawesi Utara 95127",Kota Manado,Sulawesi Utara
"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara",Kabupaten Minahasa Utara,Sulawesi Utara
"Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara",Kabupaten Minahasa Utara,Sulawesi Utara
"Jl. Piere Tendean, Sulawesi Utara, Kota Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Jl. Ahmad Yani No.59, Kotamobagu, Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara 95711, I",Kota Kotamobagu,Sulawesi Utara
"Jl. Ahmad Yani No.59, Kotamobagu, Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara 95711, I",Kota Kotamobagu,Sulawesi Utara
"Jl. Dr. Samratulangi No.19, Pakadoodan, Maesa, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara
"Jl. Dr. Samratulangi No.19, Pakadoodan, Maesa, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara
"Jl. Dr. Samratulangi No.19, Pakadoodan, Maesa, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara
"Jl. Dr. Samratulangi No.19, Pakadoodan, Maesa, Kota Bitung, Sulawesi Utara, Indonesia",Kota Bitung,Sulawesi Utara
"Jl. Xaverius Dotulong No.29, Danowudu, Ranowulu, Kota Bitung, Sulawesi Utara",Kota Bitung,Sulawesi Utara
"Jl. Raya Amurang - Ratahan, Tosuraya, Ratahan, Sulawesi Utara",Kabupaten Minahasa Tenggara,Sulawesi Utara
"Jl. A. A. Maramis, Paniki Bawah, Kec. Mapanget, Manado",Kota Manado,Sulawesi Utara
"Jl. Pasar Bawah Wawalintoan, Tondano, Kabupaten Minahasa, Sulawesi Utara",Kabupaten Minahasa,Sulawesi Utara
"Jl. Dr. Sutomo No. 1, Tahuna, Soataloara II, Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara",Kabupaten Kepulauan Sangihe,Sulawesi Utara
"Jl. Arnold Mononutu No. 601, Pakowa, Kota Manado, SULAWESI UTARA",Kota Manado,Sulawesi Utara
"Kompleks Wanea Plaza Blik I No.8, Jl. Sam Ratulangi, Wanea, Manado",Kota Manado,Sulawesi Utara
"Kompleks Wanea Plaza Blik I No.8, Jl. Sam Ratulangi, Wanea, Manado",Kota Manado,Sulawesi Utara
"Jl. Jendral Sudirman No.47, Pinaesaan, Kec. Wenang, Manado",Kota Manado,Sulawesi Utara
"Jl. Jendral Sudirman No.47, Pinaesaan, Kec. Wenang, Manado",Kota Manado,Sulawesi Utara
"Jl. Jendral Sudirman No.47, Pinaesaan, Kec. Wenang, Manado",Kota Manado,Sulawesi Utara
"Jl. Pasar No.15, Uwuran Satu, Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara",Kabupaten Minahasa Selatan,Sulawesi Utara
"Jl. Pasar No.15, Uwuran Satu, Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara",Kabupaten Minahasa Selatan,Sulawesi Utara
"Jl. Daan Mogot No.48 A, Tikala Baru, Kec. Tikala, Manado",Kota Manado,Sulawesi Utara
"Jl. A. A. Maramis Politeknik, Kairagi Dua, Kec. Mapanget, Manado",Kota Manado,Sulawesi Utara
"Ground Floor/Lobby Terminal Kedatangan, Kota Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Kel Jl. Makaampo No.22, Sawang Bendar, Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara",Kabupaten Kepulauan Talaud,Sulawesi Utara
"Jl. Manado - Bitung, Girian Weru Dua, Girian, Sulawesi Utara",Kota Bitung,Sulawesi Utara
"Jl. Manguni Raya No.21, Perkamil, Kec. Tikala, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara
"Jl. Likupang - Girian, Maen, Likupang, Kabupaten Minahasa Utara, Sulawesi Utara",Kabupaten Minahasa Utara,Sulawesi Utara
"Jl. Pogidon No.14, Mahawu, Kec. Tuminting, Kota Manado, Sulawesi Utara 95239, Indonesia",Kota Manado,Sulawesi Utara
"Jl. A. A. Maramis, Lapangan, Mapanget, Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Jl. Manado - Bitung, Watutumou, Kec. Kalawat, Kabupaten Minahasa Utara",Kabupaten Minahasa Utara,Sulawesi Utara
"Kawasan Megamas, Jl. Kh Abdurrahman Wahid, Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Perum Griya Paniki Indah, Jl. Boulevard Raya Gpi,, Paniki Bawah, Kec. Mapanget, Manado",Kota Manado,Sulawesi Utara
"Jl. Ring Road, Winangun Satu, Malalayang, Manado, Sulawesi Utara",Kabupaten Minahasa,Sulawesi Utara
"Jl. Dotulolong Lasut No. 15, Wenang, Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Jl. Panjaitan, Kotamobagu, Kotamobagu Bar., Kota Kotamobagu, Sulawesi Utara 95716, Indonesia",Kota Kotamobagu,Sulawesi Utara
"Jl. A.A. Maramis, Paniki Dua, Kec. Mapanget, Manado",Kota Manado,Sulawesi Utara
"Jl. Wolter Monginsidi No.66a, Bahu, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara
"Jl. 17 Agustus, Teling Atas, Kec. Wanea, Manado, Sulawesi Utara",Kota Manado,Sulawesi Utara
"Jl. Kauditan - Kema, Kawiley, Kauditan, Kabupaten Minahasa Utara",Kota Manado,Sulawesi Utara
"Jl. Yusuf Hasiru No.7, Kotamobagu, Kota Kotamobagu, Sulawesi Utara",Kota Kotamobagu,Sulawesi Utara
"Jl. Harapan No.29, Winangun Satu, Kec. Malalayang, Manado",Kota Manado,Sulawesi Utara
"Jl. Yos Sudarso No.26, Bitung Tengah, Maesa, Kota Bitung",Kota Bitung,Sulawesi Utara
"Jl. Kawangkoan - Tomohon, Talikuran, Kawangkoan, Sulawesi Utara",Kabupaten Minahasa,Sulawesi Utara
"Jl. Tahete Woba, Kel. Bungalawang, Kabupaten Kepulauan Talaud, Sulawesi Utara",Kabupaten Kepulauan Talaud,Sulawesi Utara
"Jl. Teterusan Mapanget, Talawaan, Kab Minahasa Utara, SULUT",Kabupaten Minahasa Utara,Sulawesi Utara
"Jl. Pasar No.15, Uwuran Satu, Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara",Kabupaten Minahasa Selatan,Sulawesi Utara
"Jl. Wolter Monginsidi No.106, Malalayang Satu Barat, Kec. Malalayang, Manado",Kota Manado,Sulawesi Utara
"Jl. Wolter Monginsidi, Madidir Ure, Madidir, Kota Bitung",Kota Bitung,Sulawesi Utara
"Jl. Pierre Tendean, Wenang Selatan, Kec. Wenang, Manado",Kota Manado,Sulawesi Utara
"Jl. Balaikota 3, Tikala Kumaraka, Kec. Wenang, Manado",Kota Manado,Sulawesi Utara
"Jl. Wolter Monginsidi No.66a, Bahu, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia",Kota Manado,Sulawesi Utara
"Jl. Trans Sulawesi No.184, Rumoong Bawah, Amurang Bar",Kabupaten Minahasa Selatan,Sulawesi Utara
